,Unemployment,CPI,CORECPI,RGDP
2014 Q3,0.018500000000000405,1.0254999999999999,0.7607000000000002,0.0
2014 Q4,0.4169999999999998,3.1824000000000003,0.6758000000000002,0.31469999999999976
2015 Q1,0.5186000000000002,5.1564,0.3933,0.3369
2015 Q2,0.7169999999999996,-0.8763000000000001,-0.3506999999999998,0.5125000000000002
2015 Q3,0.9177999999999997,0.48760000000000026,0.4023000000000001,0.11390000000000011
